id,sentence,dialect
1163,ફરી.વાર પધારો. 27.મીનીટ કેમ.પુરી થઈ ગઈ.જોત.જોતામાં .તે.ખબર જ. ન પડી,charotari
1164,"18: દક્ષિણ આફ્રિકાનો ગ્રુપ ડીના અંતિમ મેચમાં યુએઇ વિરુદ્ધ 6 વિકેટે સરળ
વિજય થયો છે",kathiawari
1165,આ કેસને મેરીટ ઉપર નક્કી કરવો જરૂરી છે,standard_gujarati
1166,હસવું આવે છે 🙏😂 બહુ સરસ વિડીયો છે 🤣🤣🥰😍🙂🙂☺️☺️😊😊,surti
1167,જય ભોલેનાથ દાદા,surti
1168,આજે જનજીવન કાતિલ ઠંડીના કારણે પ્રભાવિત જણાયું હતું,standard_gujarati
1169,"પ્રીતિ પાલને 202પના વર્લ્ડ પેરા
એથ્લેટિકસ ચેમ્પિયનશિપમાં બે ગોલ્ડ મેડલ જીતવા માટે પેરા સ્પોર્ટ્સ વુમન ઓફ ધ યર ઓવર્ડ
મળશે",kathiawari
1170,ભગવાન ને પણ સૌરાષ્ટ્ર મા આવવું પડે,charotari
1171,આ અસલ સાબરકાંઠાની ભાષા છે મેહોણાની નથી. મારા બાજુના ગામમાં જ રયે છે. પિલુદ્રા.,charotari
1172,તમારી કૉમેડી ફિલ્મ બાકી 😂😂😂હસી હસીને ગોટા વળીજાયે 😂😂😂😊,charotari
1173,@parulmistry1997  ભાઇ તમારા પિતા ની મજાક કરતી વિડીયો ઉતારાનો,charotari
1174,સુરતી ને એકજ પોઈન્ટ...,surti
1175,"હાલ ભારત અને ઓસ્ટ્રેલિયાની મહિલા ટીમ
વચ્ચેની ટી-20 શ્રેણી ચાલી રહી છે",kathiawari
1176,જેને પગલે સ્થાનિકોમાં રોગચાળો ફાટી નીકળવાની દહેશત સેવાઈ રહી છે,standard_gujarati
1177,સરસ વિડીયો ધીરુભાઈ માં કાંઇ ના ઘટે 🙏👍👍👍👍👍👍👍👍👍👍👍,surti
1178,ખોટી રજૂઆત છે આવી ભાષા હોતી જ નથી,charotari
1179,"ગામલોકોએ જણાવ્યા મુજબ
મૃતક ઇલાબેનના પતિ રમેશભાઈ વંશ ગુજરાત એસટીમાં ઉના ડેપોમાં ડ્રાઇવર તરીકે નોકરી કરે
છે",kathiawari
1180,ભારતમાં ઓર્ગેનાઇઝ ક્રિકેટ ઉપર ભારતીય ક્રિકેટ કંટ્રોલ બોર્ડનો સંપૂર્ણ કાબૂ છે,standard_gujarati
1181,આના દરેક કાર્યક્રમ boycott કરવો જોઈએ.,charotari
1182,ગામના કેટલાક લોકોને ખાડામાં અજાણી ચીજ દેખાતા નજીક જઈ તપાસ કરતાં દીપડો મૃત હાલતમાં દેખાયો હતો,standard_gujarati
1183,"તો માનગઢ ખાતે આદિવાસી બલિદાન દિવસ, દેવમોગરા ખાતે પાંડોરી માતા મહાશિવરાત્રી મહોત્સવ અને શબરી ધામ શ્રી રામ શબરી મિલન મહોત્સવ ઉજવવા તેમજ અનુસૂચિત જાતિના આસ્થાના કેન્દ્રોમાં આયોજન કરવા જોગવાઈ કરાઈ હતી",standard_gujarati
1184,"તારિક રહેમાન પાંચ
વર્ષ માટે બંગલાદેશના વડા પ્રધાન રહેશે",kathiawari
1185,"ઁ      મહુવા-ભાવનગર ખાતે
મત્સ્ય વિજ્ઞાન માટે રૂ",kathiawari
1186,સાચી વાત છે ભાઈ 🎉,surti
1187,આ ભાષા આધ્યાત્મ અને ભક્તિની છે..,charotari
1188,જનતાને પ્રતિબંધિત વિસ્તારમાં પ્રવેશ ન કરવા અપીલ આ કામગીરી દરમિયાન વૈકલ્પિક માર્ગ તરીકે કેનાલ બાજુનો સર્વિસ રોડ તથા અન્ય પેટા રસ્તાઓનો સાવચેતીપૂર્વક ઉપયોગ કરી શકાશે,standard_gujarati
1189,હા ભાઈ હું 5 વરસથી સાંભળું છું ધીરુભાઈ ને ❤❤,charotari
1190,મોજ...મોજ...જબરદસ્ત બકા... એક ગુજરાતી ન્યુઝીલેન્ડ થી.... ❤,surti
1191,"18: જામજોધપુર તાલુકાના પાટણ ગામમાં રહેતા અને ખેતી કામ કરતા ગીગાભાઈ કરસનભાઈ તરખાલા
નામના 45 વર્ષના ખેડૂત યુવાને ગઈકાલે પોતાના ઉપર પેટ્રોલ છાંટી દિવાસળી ચાંપી અગ્નિસ્નાન
કરી લેતાં ગંભીર રીતે દાજી જતા સારવાર માટે હોસ્પિટલમાં ખસેડાયો હતો",kathiawari
1192,અમિત શાહના લોકસભા વિસ્તારની જાણીતી સ્કૂલોને બોમ્બથી ઉડાવવાની ધમકી મળી હતી,standard_gujarati
1193,ભગવાનને કહેવામાં આવેતે ભગવાન કરે છે પરંતુ આપણે કરવા જેવાં કામ ભગવાનને કહેવાના નથી અને પોતે કરવાનાં છે.જય યોગેશ્વર.,surti
1194,બજેટ વિશ્વાસ આધારિત શાસન અને માનવ કેન્દ્રિત આર્થિક માળખાનું વિઝન પાર પાડનારું છે એમ હું સ્પષ્ટ માનું છું,standard_gujarati
1195,"ઁ      સોમનાથને “ગ્લોબલ
ડેસ્ટિનેશન’ તરીકે વિકસાવવાનું આયોજન કરવામાં આવેલ છે",kathiawari
1196,"આ વિસ્તારમાં
નજીકના સમયમાં ડિમોલિશન થાય તેવી પૂરી શક્યતા છે",kathiawari
1197,જય જય ગરવી ગુજરાત ❤❤❤❤❤❤❤❤❤,surti
1198,"ખાસ કરીને વળાંક પાસે જ ભારે દબાણ હોવાથી એસટી બસોને વળવામાં નાકે દમ આવી જાય છે, જેના કારણે ટ્રાફિક જામના દ્રશ્યો સર્જાય છે",standard_gujarati
1199,"આ તો ,,હાલો આપણાં મલકમાં, ગરવો ગુજરાતી, રાજ રતન જેવી ગુજરાતી ફિલ્મોના મહાન કલાકાર મહેશ વૈધ...વાહ જોરદાર.",surti
1200,મને અમિત ભાઈ ના જોક્સ ખુબ ગમે છે,charotari
1201,જય જય ગરવી ગુજરાત ❤💯,surti
1202,જે બાદ હરેશભાઇને વધુ સારવાર માટે એસવીપી હોસ્પિટલમાં ખસેડવામાં આવ્યા હતા,standard_gujarati
1203,"વધારે પડતી વાયડાય કરે છે, પૈસા માટે આટલી હલકી મજાક શોભતી નથી",charotari
1204,હા કલેજા હા જામનગર મા બૂમ પાડી હો વાલા,surti
1205,જેથી તે તરતજ નિર્મલને લઈને સ્ટેશન પહોચી ગયા હતા,standard_gujarati
1206,ગર્વ છે કે હુ ગુજરાતી છું❤ જય જય ગરવી ગુજરાત,surti
1207,"ભાઈ આતો ડાયરો કેવાય આમાં કંઈ ખોટું
નાં લગાડવાનું હોય 😊
   આમાં તો હસી મજાક ચાલે.",charotari
1208,જ્યાં તેમની સમક્ષ પેવર બ્લોક હલકી કક્ષાના આક્ષેપો કરવામાં આવ્યા હતા,standard_gujarati
1209,મરેલી માછલીઓ તળાવની સપાટી પર તરતી જોવા મળતા ગ્રામજનો સ્તબ્ધ થઈ ગયા હતા,standard_gujarati
1210,તેનો તિરસ્કાર કરો મોરારિબાપુ ને જણાવો.,charotari
1211,"ચેરી શાહે જણાવ્યું હતું કે, આરોગ્ય સેવાઓની પહોંચ સુધારવા માટે ક્લિનિશિયન દ્વારા સંચાલિત ઇનોવેશન ખૂબ જ જરૂરી છે",standard_gujarati
1212,જય જય ગરવી ગુજરાત 🙏,surti
1213,સૌથી વધુ હાલાકી વિદ્યાર્થીઓને ભોગવવી પડી રહી છે,standard_gujarati
1214,હળાહળ જુઠ્ઠું ન બોલો મયા ભાઇ મહેસાણાની ભાષા આવી છે જ નહિ,charotari
1215,કોઈ ને હેરાન કરવા મઝા આવે આવું તમારી સાથે પણ થશે આવા વિડિયો ને રિપોર્ટ મારો unlike karo,charotari
1216,આદિવાસી નું નામ લીધું ઘણું સારું લાગ્યું🎉🎉🎉,surti
1217,ખોટા ને ખોટા મળ્યા આમાં સાચું કોણ સમજાવે😮😮😮,charotari
1218,"ગાયન સાથે સંવાદ સાધતી તેમની વાદનશૈલી સમગ્ર પ્રસ્તુતિને સંયોજિત
અને સૌમ્ય રૂપ આપતી હતી",kathiawari
1219,"ચાલુ નાણાકીય વર્ષ
માટે હાઈ-સ્પીડ કોરિડોર રીઝનલ ઇકોનોમિક માસ્ટર પ્લાનમાં દર્શાવેલ પ્રોજેક્ટ્સનો અમલ પાણી પુરવઠાના પ્રોજેક્ટ્સ એક્સપ્રેસ વે વગેરે માટે રૂ",kathiawari
1220,~બેહનો~ / બહેનો માત્રુભાષા નું માન જાળવીએ.,charotari
1221,ભાઈ તમારા વિડીયો મને ખુબજ ગમે છે,charotari
1222,"17: ભારતની વિશ્વ કપ વિજેતા મહિલા ક્રિકેટર સ્મૃતિ મંધાનાને તેના શાનદાર
પ્રદર્શનનું ઇનામ મળ્યું છે",kathiawari
1223,"સ્પિન ઓલરાઉન્ડર
વોશિંગ્ટન સુંદરને તક મળવાની પ્રબળ સંભાવના છે",kathiawari
1224,આ અમદાવાદ ની ભાષા છે,charotari
1225,હૈ.કુસણ.ધણી.ઇજજત.આબરુ.તમે.બધાની.રાખજો,charotari
1226,"આ મેચમાં ભારત કેટલાક ખેલાડીને વિશ્રામ
આપી શકે છે",kathiawari
1227,Bhai taro song to mast che pan છત્રપતિ શિવાજી મહારાજ ની મૂર્તિ મૂકી ને બસ આજ હામારો દિલ જીતી લીધો bhai ❤❤❤❤❤❤❤,surti
1228,"ત્યાંથી આગળ
શિવ મંદિરની દેરીને અડે એ રીતે નક્શામાં બતાવ્યો હતો",kathiawari
1229,જય જોહર જય આદિવાસી,surti
1230,માંડ એક મિનિટ કરતા પણ ઓછા સમયમાં આ યુવતી બહાર આવી અને ઓફિસની અંદર બેસેલા એક મેડમને મળી આવવા કહ્યું,standard_gujarati
1231,"ગયા વર્ષે માર્ચમાં અલ્હાબાદ હાઈકોર્ટે એક કેસમાં ફેંસલો કરતાં
વિવાદિત ટિપ્પણીઓ કરી હતી",kathiawari
1232,તેમણે આ ઓફર સ્વીકારી અને મંગળવારથી નોકરી શરૂ કરવાનું વચન આપ્યું,standard_gujarati
1233,શહાબુદ્દીન રાઠોડ નો અવાજ ઓરીજનલ બાકી બધા કલાકારો ના અવાજ માં ફેર પડે છે,charotari
1234,તેમણે ડિજિટલ હેલ્થ ટેક્નોલોજી અને સ્વદેશી મેડિકલ ડિવાઇસના વિકાસ પર ભાર મૂક્યો હતો,standard_gujarati
1235,ઇંગલિશ માં જ બોલવું છે તો શિખડાય ની ને 😮,charotari
1236,સગા કાકા થાય સે તમારા કે !?🤔😕,surti
1237,ધીરૂભાઇ ના જોક્સ તમને ગમે તો એક લાઈક જરૂર કરો,surti
1238,"બંગલાદેશ
નેશનલ પાર્ટીના ચીફ તારિક રહેમાને મંગળવારે બંગલાદેશના નવા વડાપ્રધાનનાં રૂપમાં શપથ
ગ્રહણ કર્યા હતા",kathiawari
1239,વડોદરા શહેરમાં હાલમાં સૌથી મોટી સમશ્યા ટ્રાફિક અંગેની છે,standard_gujarati
1240,રમેશ મહેતા ભારતનું રત્ન અમર રહો,charotari
1241,વા ભાઈ કોમેડી તમારી છે ભાઈ,surti
1242,"કરોડની મહેસૂલી પુરાંત
દર્શાવાઈ છે",kathiawari
1243,અસ્સલ mehoni ભાષા છે.....,charotari
1244,"આવા વિપક્ષી નેતા
ઇતિહાસમાં નથી જોયા",kathiawari
1245,"ટીમ ઇન્ડિયા માટે સુપર-8 રાઉન્ડ અગાઉ વોર્મઅપ મેચ બની
રહેશે",kathiawari
1246,"પાણીનાં ટીપેટીપા માટે
તરસશે નવી
દિલ્હી, તા",kathiawari
1247,દુકાનદારો દ્વારા પાણી ભરાવાની આશંકા સાથે વિરોધ પરંતુ દુકાનદારોનો આક્ષેપ હતો કે જમીનનું લેવલ પુરાણ થવાના કારણે ઊંચું આવી ગયું છે,standard_gujarati
1248,રાક્ષસ જેવો લાગે છે,charotari
1249,"4 ઓવરમાં માત્ર 12 રન આપી 3 વિકેટ ઝડપનાર આફ્રિકી બોલર કોબિન બોશ
પ્લેયર ઓફ ધ મેચ જાહેર થયો હતો",kathiawari
1250,"મળતી
વિગત મુજબ કાલાવડ રોડ પર સ્વામિનારાયણ મંદિરની સામે હરીહર સોસાયટીમાં રહેતા નિમેશભાઇ
જગજીવનભાઇ રૂઘાણી (ઉ",kathiawari
1251,ખુબ જ સુંદર હાસ્ય કલાકાર અને કાર્યક્રમ નવીનતા સભર રજુઆત 😃,charotari
1252,😊 મસ્ત છે કોમેડી ગગુ ડીયાની,kathiawari
1253,આ મહેસાણા ની ભાષા નથી,charotari
1254,સુરતી નહિ કાઠિયાવાડી ભાષા છે.,surti
1255,રિવરફ્રન્ટ કપલ ના વિડિઓ બનાવો,surti
1256,કરન ભાઇ જોરદર બનાય વુ ભાઈ માની ગાયા ભાઈ તમને 🖤🖤🖤🖤🖤,surti
1257,કેટલી બધી વાર મે આ વીડિયો જોયો ખૂબજ મજા આવે છે સિધ્ધાર્થ ભાઈ અને તેજલ બેન જોરદાર છે,charotari
1258,"જેમાં હવે પંજાબ અને જમ્મુ-કાશ્મીરની સીમાએ નિર્માણાધીન
શાહપુર કંડી બાંધ પ્રોજેક્ટ પણ અંતિમ તબક્કામાં પહોંચી ગયો છે",kathiawari
1259,હાર્દિકભાઈ ભૂલશો નહીં મારે પણ ઉઘરાણી બાકી છે. તમારો ખુબ ખુબ આભાર.😮,charotari
1260,"આ મામલે ભારે વિવાદ થયા બાદ
એઆઈ ઈમ્પેક્ટ સમિટનાં એક્સપોમાંથી ગલગોટિયા યુનિવર્સિટીને બહાર કરી દેવામાં આવી છે",kathiawari
1261,વેસ્ટર્ન ડિસ્ટર્બન્સના કારણે રાજ્યના અનેક ભાગોમાં વાદળછાયું વાતાવરણ અને હળવા વરસાદી છાંટા જોવા મળ્યા છે,standard_gujarati
1262,ભલે અમારા મહેસાણા ની ભાષા ગમેતેવી લાગે પણ તમારી ભાષા કરતાં તો હારી જ છે,charotari
1263,"આ સેન્ટરો ક્યા ઉભા
કરાશે તેની જાહેરાત નથી થઇ",kathiawari
1264,ધીરુભાઈ નુ હiલી ગિયુ સે,surti
1265,સ્ટેશનની સિસ્ટમ શરુ નહી થતા સુધીરને શંકા ગઈ હતી,standard_gujarati
1266,માયાભાઇ આ મહેસાણા ની ભાષા નથી.,charotari
1267,"17: ઓપરેશન સિંદૂર પછી પણ ભારતે પાકિસ્તાનમાં વહી જતાં નદીઓનાં જળપ્રવાહને
અવરોધવાની આક્રમક રણનીતિ બદલી નથી",kathiawari
1268,"છોટાઉદેપુરમાં કડીપાણી
માઈનિંગ સુવિધાના વિસ્તરણ માટે રૂ",kathiawari
1269,વિરમગામ તાલુકાના વિરમગામ નગર પાલિકા વોર્ડ નંબર 8 માં આવેલા જમીન અને રસ્તા વિવાદ મામલે મામલતદાર મયુરધ્વજસિંહ રાઠોડ દ્વારા મહત્વનો હુકમ કરાયો છે,standard_gujarati
1270,જ્યારે અબ્બાસભાઈ અભરામભાઈ ઉમડીયાને ગંભીર ઈજાઓ પહોંચતા તેમને તાત્કાલિક સુરેન્દ્રનગરની હોસ્પિટલ ખસેડવામાં આવ્યા હતા,standard_gujarati
1271,"આદિજાતિ ખેડૂતો માટે પ્રાકૃતિક
કૃષિ આધારિત વાડી સહાય માટે રૂ",kathiawari
1272,એકપણ રૂપિયાનો કોઈ નવો વેરો લાદ્યો નથી,kathiawari
1273,"દવાખાના પર વિડિઓ બનાબો ઇનજિક્સન તો જો મોટા લડ જેવુ છે એવી કોમેડી વાળુ વિડિઓ બનાવો ,,,,,",surti
1274,"નેધરલેન્ડ સામેના મેચમાં અભિષેક મોટી ઇનિંગ રમવા માગશે જ્યારે
બાકીના ભારતીય બેટર્સ સુપર-8 રાઉન્ડ અગાઉ સ્પિન વિરુદ્ધ સારા દેખાવના પ્રયાસમાં રહેશે",kathiawari
1275,"આ કેસની
વિગત પ્રમાણે ઇવનગર ગામે રહેતા ગાવિંદ આણંદ બામણીયા મજૂરી કામ માટે પાલનપુર ગયેલા અને
ઘરે તેની પત્ની દક્ષાબેન તથા બે પુત્રી અને પુત્ર હતા દરમિયાન તારીખ 26-5-23ના રાત્રે
પુત્રી મીનાક્ષી એ ઇવનગરમાં રહેતા પોતાના પ્રેમી અમીત નાથા પરમારને ઘરે મળવા બોલાવ્યો
હતો",kathiawari
1276,લાખથી વધુ વિદ્યાર્થીઓને ગણવેશ સહાય માટે રૂ,kathiawari
1277,આપણા હિન્દુ ધર્મ ના પવિત્ર ગ્રંથ રામાયણની મજાક ઉડાવે છે એ હવે કેમ કોઈ દળો ને દેખાતુ નથી? ખોટું કરી રહયા છે માયાભાઈ આહીર તમે તો દ્વારકાધીશ ના પરમ ભક્તો છો અને હિન્દુ ધર્મ વિશે મજાક ઉડાવી રહયા છો,charotari
1278,લસણ ગમે ત્યારે ખાવાથી ફાયદો થાય છે......,charotari
1279,ત્યારે કોર્ટે કહ્યું હતું કે જો તમે શક્યતા ચકાસી રહ્યા હોવ તો તમે કોર્ટ સ્પષ્ટ કરી રહી છે કે તમે કન્ટેમ્પ્ટ ઓફ કોર્ટમાં આવી શકો,standard_gujarati
1280,ગાભણ પશુ અને વિયાણ થયેલ પશુ માટે ખાણદાણ માટે રૂ,kathiawari
1281,"દિન પ્રતિદિન પાર્કિંગની સમસ્યા વધી રહી છે, વાહનો વધતા જાય છે અને સામે પાર્કિંગ લોકોને મળી રહ્યું નથી",standard_gujarati
1282,વેન્ડર્સે જે તે સમયે તમને સહકાર આપ્યો હતો,standard_gujarati
1283,ભાઈ અમિત તમારાં પોતાનાં અવાજ થીજ મિમિક્રી કરો સારા કલાકાર સાબીત થઈ શકો એમ છો 👍,charotari
1284,વધતા ઔદ્યોગિકરણ અને શહેરીકરણના નકારાત્મક પ્રભાવોને ઘટાડવા માટે વૃક્ષારોપણ એક મહત્વપૂર્ણ ઉપાય છે,standard_gujarati
1285,નંબર 1 ગુજરાતી કોમેડી ચેનલ,surti
1286,"જે અકસ્માતમાં મોપેડ સવાર
રામજીભાઈ નકુમને ગંભીર ઈજા થતા મૃત્યુ નિપજ્યું હતું",kathiawari
1287,"નેધરલેન્ડનું
બેટિંગ-બોલિંગ આક્રમણ નબળુ છે",kathiawari
1288,"1: શહેરના ટાગોર રોડ પર પુનિત કાર એસેસરીઝના વેપારીને ધંધામાં સારા વળતરની લાલચ આપી અલગ- અલગ સ્કીમોમાં નાણાનું રોકાણ કરાવી
ડીઝલ ઓટો કોર્પોરેશન પેઢીના સંચાલક સહિત ચાર શખસોએ વેપારી સાથે રૂ",kathiawari
1289,શહેરના જમાલપુર વિસ્તારમાં રહેતી 28 વર્ષીય પરિણીતાના પતિએ પોસ્ટ મારફતે ત્રિપલ તલાક મોકલી સંબંધ તોડી નાખવાનો પ્રયાસ કર્યો અને ત્યારબાદ સરખેજ રોજા ખાતે અન્ય યુવતી સાથે લગ્ન કરી લીધા હતા,standard_gujarati
1290,"આ ફૂલો
એકત્ર કરવા માટે રાજકોટ મનપા દ્વારા એક ખાસ કલેક્શન ગાડી ફાળવવામાં આવી છે",kathiawari
1291,પ્રાથમિક દ્રષ્ટિએ મોતનું ચોક્કસ કારણ જાણવા માટે વૈજ્ઞાનિક પદ્ધતિથી તપાસ જરૂરી ગણાઈ છે,standard_gujarati
1292,18: જમ્મુ - કાશ્મીર ટીમે ઇતિહાસ રચ્યો છે,kathiawari
1293,"22,25 લાખ રોકાણ કરી અને 10 મહિનામાં પછી સારો
નફો મળશે તેમ વાત કરી હતી",kathiawari
1294,"જો કે છેલ્લા ઉત્તર-પૂર્વી રાજ્યોમાં થયેલી હિમવર્ષાની અસર ગુજરાતના વાતાવરણ પર હવામાન વિભાગના જણાવ્યા અનુસાર, અત્યારે ઉત્તર ભારતમાં ઠંડીની સૌથી વધુ અસર જોવા મળી રહી છે",standard_gujarati
1295,એક નંબર માં ભાઈ 😂🎉🎉🥳,surti
1296,આવા બલૂન માં નંગે નંગ જ ભર્યા હોય......એક થી એક નંગ...🤣🤣🤣🤣 મોજ આવી જાય💯💯✨🤣,kathiawari
1297,બધું બધાને નથી ગમતું,surti
1298,"એટલે કે જે વ્યક્તિ ભક્તિપૂર્વક મને પત્ર, પુષ્પ, ફળ કે પાણી અર્પણ
કરે છે તે હું ભાવપૂર્વક સ્વીકારું છું",kathiawari
1299,"રાગવિસ્તાર દરમિયાન ઉસ્તાદ શુજાત ખાનની કલાત્મક
સંયમતા અને અભિવ્યક્તિપૂર્ણ સ્વચ્છંદતા સ્પષ્ટ રીતે અનુભવાતી હતી",kathiawari
1300,"કમિશનર જગદીશનના સમયમાં જિલ્લા ગાર્ડનથી નદી
કાંઠાવાળો 50 ફૂટનો મુખ્ય રસ્તો મંજૂર થયો હતો",kathiawari
1301,"અમેરિકાએ
50 યુદ્ધવિમાન મધ્ય-પૂર્વમાં મોકલ્યાં : લાંબો સમય તૈનાતીની તૈયારી વોશિંગ્ટન,
તા",kathiawari
1302,"ગ્રીન ગ્રોથ ઃ ઇલેક્ટ્રિક
વાહનો પર ટેક્સમાં સરકારે ઇલેક્ટ્રિક વાહનો (ઊટ) પ્રોત્સાહન આપવાનું ચાલુ
રાખ્યું છે",kathiawari
1303,તેઓ વર્ચ્યુઅલ પ્રાઇવેટ નેટવર્ક અથવા ટોર બ્રાઉઝરનો ઉપયોગ કરીને તેમના આઈપી એડ્રેસને છુપાવે છે,standard_gujarati
1304,"18 : ફ્રાંસના રાષ્ટ્રપતિ ભારતની યાત્રાએ આવ્યા તે પહેલાં જ ભારતે રાફેલ યુદ્ધવિમાનને
સ્વદેશમાં બનાવવાનું એલાન કર્યું હતું",kathiawari
1305,હા તમારી મોજ હા,charotari
1306,"જેમાં
રિમાન્ડના મુખ્ય મુદ્દાઓમાં પકડાયેલા બે ઈરાની નાગરિકો એવા આ આરોપીઓ સાથે સંડોવાયેલા
કોણ છે",kathiawari
1307,આનો બીજો ભાગ બનાવો,surti
1308,મહેશભાઈ ને ભાવથી જય સ્વામીનારાયણ👏,surti
1309,"મેચમાં કુલ
9 વિકેટ લેનાર જે એન્ડ કેનો મીડિયમ પેસ બોલર અકીબ નબી પ્લેયર ઓફ ધ મેચ બન્યો હતો",kathiawari
1310,"પરંતુ ત્યાં હાજર તબીબોએ તેમને
તપાસીને મૃત જાહેર કર્યા હતા",kathiawari
1311,બેસ્ટ મેસે બેસ્ટ ગુજ્જુભાઈ❤❤❤❤❤❤❤😅😅😅😅😅😅,surti
1312,વાહ ધીરૂભાઇ વાહ 😂😂,surti
1313,એ ની જાત ના સંસ્કાર બતાવે છે.,charotari
1314,🏹🏹 એક જ ચાલે આદિવાસી ચાલે 🏹🏹,surti
1315,એકના એક તેલમાં વારંવાર તળવાને કારણે સ્વાસ્થ્ય પર થતી ગંભીર અસરોને રોકવા મ્યુનિ,standard_gujarati
1316,"અમેરિકા પહેલેથી જ ઇરાનને ચેતવણી આપવા સાથે આ વિસ્તારમાં બે યુદ્ધજહાજો મોકલી દીધેલા
છે ત્યારે રશિયા અને ઈરાનની સંયુક્ત કવાયત મહત્વની બની જાય છે",kathiawari
1317,રાજ્યમાં ફરી એકવાર કમોસમી માવઠાંની શક્યતા વ્યક્ત કરવામાં આવી છે,standard_gujarati
1318,"રાજકોટની
આશાસ્પદ યુવા ગાયિકા ઈશિતા ઉમરાણીયા દ્વારા રજૂ કરાયેલી શાસ્ત્રીય ગાયનની પ્રસ્તુતિ
શ્રોતાઓ માટે એક યાદગાર સંગીતીય અનુભવ બની રહી હતી",kathiawari
1319,જગદીશ વડૉદરાગુજરાત,surti
1320,"છી છી આ નાલાયક કલાકાર ને બે ધોલ મારવાની જરૂર છે, આ રીતે પાપી પેટ ભરવા માટે આપણા પવિત્ર ગ્રંથ રામાયણ ની આવી મજાક....... ફૂટપાથ પર બેસીને ભીખ માગી હોત તો ય સારું પણ આ તો એવો નરાધમ કે પોતાનો ધરમ વેચી ને ખાનારો એક અધર્મી",charotari
1321,"સુપ્રીમ
કોર્ટે પણ આવી ટિપ્પણી સામે વાંધો વ્યક્ત કરેલો",kathiawari
1322,જેઠાલાલ ને બોલાવો 🎉❤,surti
1323,પહેલાં મોબાઇલ પર વાત અને પછી રૂબરૂ મુલાકાત અમે મોબાઇલ નંબર પર ફોન કર્યો તો એક મહિલા સાથે અમારી વાતચીત થઈ,standard_gujarati
1324,"અત્યારે ભલે તાપમાનમાં થોડો વધારો દેખાતો હોય, પણ જાન્યુઆરીના અંતમાં ગુજરાતમાં કાતિલ ઠંડી પડવાની પૂરેપૂરી સંભાવના છે",standard_gujarati
1325,"ની ટીમે નાકામયાબ બનાવ્યા બાદ પકડાયેલા બે ઈરાની ઈસમોને પોરબંદરની કોર્ટમાં
14 દિવસના રિમાન્ડની માગણી સાથે રજૂ કરવામાં આવતા ચાર દિવસના રિમાન્ડ મંજૂર થયા છે",kathiawari
1326,જો અરજીને નકારી દેવામાં આવે તો તેનો હેતુ માર્યો જાય તેમ છે,standard_gujarati
1327,ત્યાં જ વાતાવરણમાં ફરી મોટો પલટો આવ્યો છે,standard_gujarati
1328,એકવાર શરૂઆતમાં કોર્પોરેશન બધાને જગ્યાની ફાળવણી વગેરે કરી લે એના પછી દર પાંચ વર્ષે તમારે સ્ટ્રીટ વેન્ડર્સને પ્રમોટ કરવા પડે,standard_gujarati
1329,"ખરેખરમાં તો બોર્ડની પરીક્ષાનો બોજ માત્ર વિદ્યાર્થી પર નથી હોતો, વાલીઓ પર પણ હોય છે",standard_gujarati
1330,"ભાઈ તમારી ઓળખાણ બ્રાંડ ન્યૂ ""વંદે ભારત"" જેવી છે.... તમે ""રેલ બસ"" ના બનો... વંદે ભારતથી 🚅 બુલેટ ટ્રેન બનો.😊🙏🏻🤗",surti
1331,સુરતી ભાષા છે ભાઈ. સૂરત માં આવા અમારા કારખાને ઘણા બધા છે 😁😁,surti
1332,મુખ્યમંત્રી નિઃશુલ્ક પશુ સારવાર યોજના માટે રૂ,kathiawari
1333,લગભગ ત્રણેક મિનિટ રાહ જોયા પછી રિસેપ્શન પર બેસેલી યુવતી અમને એક નંબરની ઓફિસમાં જવા માટે કહ્યું,standard_gujarati
1334,ભાવનગર વાળા like કરજો,surti
1335,મા ફાળી 👆😊😄😁👌 હા ગુજરાતી 😄 ભાઈ ભાઈ લાયા લાયા હો. 😁😄😊👆,surti
1336,એસ મોડેલ શાળાઓ અને સૈનિક શાળાઓના આશરે હજાર વિદ્યાર્થીઓ માટે રૂ,kathiawari
1337,"ઓમાન સાગર અને ઉત્તર
હિંદ મહાસાગરમાં ઇરાન અને રશિયા સાથે મળીને સંયુક્ત નૌસૈના કવાયત કરવા જઈ રહ્યા છે",kathiawari
1338,આ અ ધમકીભર્યા મેઈલમાં શું લખ્યું હતું,standard_gujarati
1339,😂 Jay સ્વામિનારાયણ,surti
1340,ઈડર ની ભાષા છે મહેસાણા ની નથી,charotari
1341,મીની આતંકવાદી અને આતંકવાદી ઘરે ઘરે છે,charotari
1342,તેમાં શિવ સાગર કોલ્ડ સ્ટોરેજમાંથી કેમિકલવાળું પાણી છોડવામાં આવવાથી ઘણી બધી માછલીઓનું મોત થયું છે,standard_gujarati
1343,@sonalbenbhatiya203  હવે સિરિયલ માં વધારે ઇટ્રસ નથી રેવાનો લાગે,surti
1344,હાઇકોર્ટ આ બાબતે અત્યંત સ્પષ્ટ છે અને હવે કોર્પોરેશનનો શું પ્રસ્તાવ છે અને હાઇકોર્ટના અગાઉના આદેશનો અમલ કઇ રીતે કરશો એ કોર્ટને જણાવો,standard_gujarati
1345,જય જય ગરવી ગુજરાત,charotari
