id,sentence,dialect,label
435,ઉઘરાણી નો ભાગ કોને ગમ્યો,surti,2
788,"મતલબ ગામડાના ભોળા માણસોને રામાયણનું જ્ઞાન હોય છે . તેમને કથા સાંભળવા જવાની જરુર નથી ,",charotari,0
39,સાચી વાત છે ભાઈ,charotari,0
1287,ગુજરાતમાં દર વર્ષે બજેટના કદમાં વધારો થઇ રહ્યો છે,standard_gujarati,1
1199,"સાથે જ, ધુમ્મસના કારણે રોડ ટ્રાફિક પણ ધીમો પડી શકે હોવાથી મુસાફરોને એરપોર્ટ જવા માટે વધારાનો સમય રાખવાની વિનંતી કરવામાં આવી છે",standard_gujarati,1
738,@GUJARATI STATUS અરે માર ભાઈ તમારી ચેનલ સબસ્ક્રાઈબ થઈ ગઈ છે,surti,2
785,આવા મનુવાદી લોકોને સાંભળવાનું બંધ કરવું જોઈએ,charotari,0
1148,બીજા બધાને પણ બોલાવો ભાઈ આ લોકો સાથે બોવ ગમ્યું મજા આવી જાય સુ છોકરા છે ભાઈ😊❤,surti,2
529,આપણા દેવી દેવતા ને મજાકમાં લેવા નહીં.,charotari,0
45,જે બાબતે વિરમગામ મામલતદાર મયુરધ્વજ સિંહ રાઠોડ દ્વારા તા,standard_gujarati,1
115,ખખોળીયુ ખાવુ એટલે નાહવું કાઠીયાવાડી માં,charotari,0
473,આ મુદ્દાને વાચા આપતા દિવ્ય ભાસ્કરએ ગત તા,standard_gujarati,1
1077,જેમ તેમ વાહનો મૂકી રાખવામાં આવ્યા હોવાના કારણે પણ ગંદકીનું સામ્રાજ્ય ત્યાં જોવા મળ્યું છે,standard_gujarati,1
793,"દાસે જણાવ્યું છે કે, ફેબ્રુઆરી મહિનામાં તાપમાન સામાન્ય કરતા ઊંચું રહેવાની શક્યતા છે",standard_gujarati,1
570,"આથી, વાહનચાલકોને તમામ પ્રકારના વાહનોની અવરજવર માટે વૈકલ્પિક રૂટનો ઉપયોગ કરવો, ટ્રાફિક જામની સ્થિતિથી બચવા અગાઉથી આયોજન કરવું અને કામગીરીમાં સહકાર આપવા અપીલ કરવામાં આવી છે",standard_gujarati,1
322,આ ગીત ભમયુ હોય તો લાઈક કરજો ભાઈઓ,surti,2
717,આપણી સંસ્કૃતિ ની મજાક ઉડાવી નેજ આટલી લોક પ્રિયતા મેળવી છે,charotari,0
1017,"આ અગાઉ પણ માયાભાઈ એ શિવ પાર્વતી વિશે મજાક ઉડાવી હતી, કંઈક શરમ કરો.",charotari,0
1371,પાર્થિવ ભાઈ સાઈરામ ભાઈ ભુદેવ.  મોજ તો ક્યો .,surti,2
1360,જય માતાજી ભાઈ ❤❤❤,surti,2
334,મહેસાણા ની ભાષા નથી ખોટું બોલે છે પેસા માટે કરે છે,charotari,0
403,વાહ  નવસાદ ભાઈ  . મોજ,surti,2
1056,ગુજરાત માં અલગ અલગ જગ્યાએ અલગ ભાષા બોલાય છે એમાં મહેસાણા ની ભાષા વિષે એવું બોલવું યોગ્ય નથી તમારા ભાષા તમને સારી લાગતી હોય એનો મતલબ બધાને સારી લાગે એવો અભિમાન ના કરાય ભાઈ,charotari,0
796,મા.બનવુ.ગમૈ.એનો.કેવાય.જીવન.કેટલુ.સૂદર.છે.તમારી.કાથા.સાભણવા.દિકરા.લાવીશ.ભાઇ.,surti,2
1272,"પોપટ ભાઈ ભગવાન નુ સ્વરુપ છ,❤❤❤",surti,2
567,વાહ ધીરુ ભાઈ વાહ,surti,2
472,લહેરી ભગત ખરેખર જૂની નવી પેઢી નો સંગમ છે. એમને સલામ💐💐💐💐💐,charotari,0
1294,"ખરેખરમાં તો બોર્ડની પરીક્ષાનો બોજ માત્ર વિદ્યાર્થી પર નથી હોતો, વાલીઓ પર પણ હોય છે",standard_gujarati,1
461,"👌ગુજરાતી ભાષામાં લિરીકલ વિડીયો મુકો.
💐 કારણ કે શબ્દો સ્પષ્ટ રીતે સમજાતા
👌 નથી....
💐દિવસ બે માં મને કોમેન્ટ નો જવાબ 
👌આપવા વિનંતી છે...",surti,2
347,જેના કારણે ઠંડીમાં વધારો જોવા મળી રહ્યો છે,standard_gujarati,1
281,વાહ વાહ ધીરૂભાઇ,surti,2
416,🙏જય સધી માં મિત્રો ને શુભ પ્રભાત 🙏,surti,2
797,અત્યારે કેટલા ફેરિયાઓને પરત મૂકશો,standard_gujarati,1
32,હા વાધુભા ની મોજ હા,surti,2
855,વાહ દિનકરભાઈ વાહ તમારા જોક્સ સાંભળીને ખૂબ હસીએ છીએ ખરેખર ખૂબ મજા આવે છે અફસોસ એટલો છે કે અમદાવાદમાં હતા ત્યારે અમે કાર્યક્રમ જોઈ ના શક્યા હવે અમદાવાદ પ્રોગ્રામ કરો તો અમને જરૂર જણાવજો વિડીયો અપલોડ કરતા ને અમારા ધન્યવાદ જય હિન્દ વંદે માતરમ્ કોબા ગાંધીનગર થી ગાભાજી ઠાકોર ક્ષત્રિય,surti,2
893,હૈ.કુસણ.ધણી.ઇજજત.આબરુ.તમે.બધાની.રાખજો,charotari,0
1198,એક જ દિવસે બે પિતરાઈ ભાઈઓના જનાઝા એકસાથે નીકળતાં બાજરડા ગામમાં શોકનો માહોલ જોવા મળ્યો હતો,standard_gujarati,1
209,બહુ મસ્ત કોમેડી કરી મોટાભાઈ તમે,surti,2
1286,આ પહેલનો ઉદ્દેશ્ય પર્યાવરણીય સંરક્ષણ માટે જાગૃતિ લાવવાનો હતો,standard_gujarati,1
1247,આ અસલ સાબરકાંઠાની ભાષા છે મેહોણાની નથી. મારા બાજુના ગામમાં જ રયે છે. પિલુદ્રા.,charotari,0
102,આ અકસ્માતમાં અકબરભાઈ યાકુબભાઈ ઉમડીયાનું ઘટનાસ્થળે જ મૃત્યુ થયું હતું,standard_gujarati,1
862,ધોળકા શહેરના ત્રાસદ રોડ પર આવેલી ક્રિશ્ના પાર્ક સોસાયટી વિસ્તારના ઠાકોરવાસમાં છેલ્લા એક મહિનાથી પાણી ન આવતા રહીશોમાં ભારે રોષ જોવા મળી રહ્યો છે,standard_gujarati,1
1192,રમેશ મહેતા જે રાજા ભોજ ની વાત કરે છે એ કયા ફિલ્મ નો સિન છે......,charotari,0
740,આ મહેસાણા ની ભાશા છેજ નથી,charotari,0
1447,મને મઝા પડી nice 💞💞👍👍,charotari,0
1346,પેવર બ્લોક હલકી કક્ષાના ઉપયોગ કરાયાના આક્ષેપો કાર્યકરો સાથે પહોંચેલા કોંગી પ્રમુખે પાલિકા તંત્ર વિરુદ્ધ ભારે સૂત્રોચાર શરૂ કર્યા હતા અને પાલિકા તંત્રના જવાબદાર અધિકારીને રૂબરૂ બોલાવવામાં આવ્યા હતા,standard_gujarati,1
1322,ભાવનગર ઊપર વીડિયો બનાવો,surti,2
61,"ધંધુકા પોલીસ સ્ટેશન વિસ્તારમાં આવેલા ધોળી ગામની સીમમાં, અડવાળ જવાના માર્ગ પર જાહેરમાં જુગાર રમતા પાંચ આરોપીઓને પોલીસે ઝડપી પાડ્યા છે",standard_gujarati,1
1339,જય શ્રી રામ જય હનુમાન દાદા,charotari,0
703,Bhai ગભા નૂ લાવો ને😅😅😅😅,surti,2
687,ચૂંટણી પ્રક્રિયામાં સ્ક્રૂટિની એ ફક્ત એક મિકેનિકલ પ્રક્રિયા નથી,standard_gujarati,1
1427,મિસ્ટર ઈન્ડિયા ચેપ્ટર :- 2 ના ભાગ બનાવો પ્લીઝ,surti,2
479,બીજા સત્રમાં ચંદ્રિકાબેન પટેલે કુટુંબ પ્રબોધન અને કુટુંબ મૂલ્યોને રાષ્ટ્રીય મૂલ્યો સાથે જોડવાની આવશ્યકતા પર માર્ગદર્શન આપ્યું,standard_gujarati,1
375,ગુજરાતી અભિનેતા રમેશ મહેતા નંબર વન હાસ્ય કલાકાર ફિલ્મો માં I Miss You Old Is Gold,charotari,0
1098,ફુમતાજી. નોનગનનોભાગ. કેયારેઆવસે77,surti,2
566,તમે તેમને પરત બેસવા દેવા સર્વેની શરત મૂકી શકો નહીં,standard_gujarati,1
685,ઇ દરબાર અમરા ગામના છે હા કા ભાઈ,surti,2
1021,વા ભાઈ મજા આવી ગઈ,surti,2
1067,બઉ સરસ પુરી ટીમ ને પન વાગુ ભા બઉ સરસ કોમેડી કરે છે,surti,2
753,રાડો પાડે એમ ન બોલે..બૂમ પાડે એમ બોલે..,charotari,0
656,સાચી વાત કરી છે ભયલા,charotari,0
852,તમે કેમ કોમેટ નો જવાબ નથી આપતા જે વી ભાઈ અમે તમારા બધાજ વિડિયો જોઈએ છી એ ભાઈ જવાબ નો આપોતો કય વાધો નાય ભાઈ,surti,2
578,"જીજ્ઞેશ દાદા ખુબ ખુબ આભાર, પંચમહાલ ગોધરા",surti,2
55,વધતા ઔદ્યોગિકરણ અને શહેરીકરણના નકારાત્મક પ્રભાવોને ઘટાડવા માટે વૃક્ષારોપણ એક મહત્વપૂર્ણ ઉપાય છે,standard_gujarati,1
1248,‼️કૃષ્ણ સદા સહાયતે❤ ‼️,charotari,0
1175,વડોદરા શહેરમાં હાલમાં સૌથી મોટી સમશ્યા ટ્રાફિક અંગેની છે,standard_gujarati,1
192,આ. મહેસાણા ની ઓરીજનલ ભાષા છે જ નહીં શું ફેંકવા બેઠા,charotari,0
1038,વાહ વાહ વાહ ભાઈ.. ખૂબ જ સરસ... લોકો અવાજ પર જાય છે.. પણ સ્ટાઈલ અને લઢણ તો મસ્ત અને આત્મવિશ્વાસ થી ભરપુર છે ભાઈ.. મોજ,charotari,0
399,ઓહ ઓહ ઓહ ઓહ ઓહ ઓહ ઓહ,charotari,0
670,પરંતુ તમે જે સરવે કરીને કોર્ટ સમક્ષ રજૂ કર્યો હતો અને કોર્ટે આદેશ કર્યા હતા,standard_gujarati,1
694,વાહ વાહ ધીરૂભાઈ,surti,2
1315,સોફની એઝિંગ એક્ટરને ક્યારેય 😂😂,charotari,0
142,"શિયાળુ પાકને નુકસાન થવાની શકયતા કારણ કે, માવઠું થવાના કારણે શિયાળુ પાકને નુકસાન થવાની સંભાવના પ્રબળ બને છે, પરંતુ જો આ જ માહોલ વધુ સમય સુધી અકબંધ રહેશે તો કેરી સહિત બાગાયત ખેતને પણ નુકસાન કરી શકે છે",standard_gujarati,1
1064,આ આખા  મહેસાણા ની ભાષા નથી આ એક સમાજ ની ભાષા છે,charotari,0
392,આવી મજાક મસ્તી વાળા કલાકાર ને સ્ટેજ પર થી નીચે ઉતારવો જોઇએ.. સાંભળવા વારા ને પણ થોડીક શરમ આવવી જોઇએ.. ઘણી વખત માયા એ માફી માંગી છે..,charotari,0
223,ચલો ભાઈ એ બહાને પૈસા તો નીકળી ગયા,charotari,0
1215,વીજુડીના ઘરે મહેમાન થઈને હુ ગયતીને તો એણે નાસ્તો મંગાવ્યો મને ભાવે એવો  ..ને ગુગલપે મહેમાન પાસે કરાવ્યુ...😂😂😂😂એવી લોભણી છે....એટલેજ  મહેમાનને  બવ  બોલાવે😂😂😂😂😂😂😂,surti,2
625,આ માણસ સનાતન ધર્મ નું અપમાન કરી રહ્યો છે 😢,charotari,0
606,ખાસ કરીને રાયપુર અને આસ્ટોડિયા આવતા લોકોને વાહન પાર્કિંગ કરવા માટે જગ્યા જરૂરી છે,standard_gujarati,1
585,દાહોદ જિલ્લામાં મફુકાકા નું ઘી અને હરિભા ની ચા નું ઓપનિંગ કરો,surti,2
1321,6 મહિના નાં સોકર નો કાય ખબર ના પડે ભાઈ આવો ખોટો બફાટ કરવો રેવા દયો,charotari,0
820,વાહ હકાભા વાહ... ગજબ કલાકાર છે આ ગઢવી હો બાકી,surti,2
301,"હા, ભાઈ મોજ.👍👍👍👍",surti,2
1227,આમેસાણાનીભાષાનથી.ડફોર,charotari,0
333,આ માં. આ માં રા. દરબાર. નું. નામ.. ના. આવ્યું..... ભાઈ... કેમ. ભૂલી. ગયા ❤,surti,2
953,આ લોકો બીજાની મજાક ઉડાવી ને હાસ્ય બનાવે છે  અને મૂર્ખા લોકો દાંત કાઢે છે,charotari,0
33,4 અમદાવાદી છે કે મહેસાણી?,charotari,0
231,ગત બે દિવસથી લોકોને લાગી રહ્યું હતું કે હવે ગોહિલવાડમાં ઠંડીના વળતા દિવસો શરૂ થયા છે અને આમ પણ મકરસંક્રાંતિ પર્વ બાદ વસંત પંચમીથી શિયાળાનો સમાપન સમય શરૂ થતો હોય છે,standard_gujarati,1
482,ભાઇ જયારે  DJ પર તમારી આ ટીમલી વાગે ત્યારે રમવાની મજા અલગ જ હોય છે હા બાપુ ડોન❤❤❤❤❤❤❤❤❤😊😊😊😊😊,surti,2
926,ભાઈ કાઈ રાજા વિશે બનાવો ને,surti,2
1380,રાજુભાઇડોશાબાપાનુનાટકબોવસારૃકરોતમે,surti,2
1180,સરકાર તરફથી ગ્રાન્ટ પ્રાપ્ત થયાના ટૂંકા ગાળામાં જ આ તમામ સેવાઓ કોઈ પણ વધારાના ખર્ચ વગર વકીલ મિત્રો માટે કાર્યરત કરી દેવામાં આવશે,standard_gujarati,1
1314,વાહ ભાઈ આદિવાસી નું નામ લીધું ને દિલ ખુશ થાય ગયું ❤❤❤❤❤😢❤,surti,2
535,❤ કાગ બાપુની કલમ 👌 વાહ ધીરૂભાઈ વાહ,surti,2
1480,"મને મજા પડી હો….. મારા ધ્યાન મા પેલા પાણી જેવી બીજી એક વાત છે, જ્યારે લાંબી સફર માં લકઝરી બસ મા જતા હોય ને ત્યારે ઘણો ટાઇમ બસ ચાલતી હોય પણ કોઇ એમ નો કે કે મને બેઉ લાગી છે , ને એક જણ હિંમત કરી ને બસ ઊભી રખાવે ને એટલે બધા ઉતરી પડે…… સુસુકી કરવા",charotari,0
199,"આ ઉપરાંત સ્થાનિકોએ એવા પણ આક્ષેપ કર્યા હતા કે, હલકી કક્ષાના પેવર બ્લોક ભવિષ્યમાં બદલવાના થતા તંત્રને ભ્રષ્ટાચારનો ખુલ્લેઆમ મોકો મળી જશે",standard_gujarati,1
342,હરિયાણાથી દક્ષિણ-પશ્ચિમ રાજસ્થાન સુધી સર્જાયેલા સાયક્લોનિક સર્ક્યુલેશનને કારણે હાલ વાતાવરણમાં પલટો આવ્યો છે,standard_gujarati,1
951,જોરદાર અને જબરજસ્ત છે,charotari,0
7,વાહ  ભાઈ વાહ  સરસ  કોમેડી.  તમારૂ છે. જ્ઞાન. સાથે. ગમત.  ધન્યવાદ,surti,2
134,બહુ સરસ આવું જ બીજું જોરદાર સાંભળવા માટે નીચેની લીંક પર ક્લિક કરો👇👇👇👇👇😂😂😂😂😂,charotari,0
135,મને આ ગીત બોવ જ ગમે સે મસ્ત સે હો. જોડીદાર ❤❤❤❤❤,charotari,0
1074,સત ની વાણી જય હો ગોપાલ બાપુ,charotari,0
460,મોરારી બાપુ ની હારે રઈ ને આશંસકાર આયા,charotari,0
712,"દિન પ્રતિદિન પાર્કિંગની સમસ્યા વધી રહી છે, વાહનો વધતા જાય છે અને સામે પાર્કિંગ લોકોને મળી રહ્યું નથી",standard_gujarati,1
1157,"સ્કૂલ બહાર એમ્બ્યુલન્સ ગોઠવાશે સ્કૂલમાં ઘણી વખત પરીક્ષા આપતા સમયે વિદ્યાર્થીઓની હાલત ખરાબ થઈ જતી હોય છે, ડિહાઈડ્રેશનના કારણે વિદ્યાર્થી બેભાન પણ થાય છે, આવી સ્થિતિમાં પરીક્ષાનાં સેન્ટરોની બહાર એમ્બ્યુલન્સ તહેનાત કરવામાં આવશે",standard_gujarati,1
769,પહેલા અને બીજા માળે મહિલાઓની રહેવાની વ્યવસ્થા કરાશે,standard_gujarati,1
1433,વિનોદભાઈ પારગી જીલો દાહોદ તાલુકો ફતેપુરા ગામ માધવા થી જોવું છું,surti,2
948,તુ.ખોટ.છે.ભાઇ.વાત.વગર.નિ.વાત.કરે.છે,surti,2
872,તબલા વાળા નો સુર પણ મસ્ત છે જોરદાર હો ભાઈ,surti,2
191,મનોરંજન એની જગ્યાએ બરાબર છે ભાઈ પણ આવા વિડિઓ ના મુકો તો સારું...,charotari,0
434,આ ભાષા મહેસાણા જિલ્લા ની નથી સુ હાલી નીકળી પડ્યા છો,charotari,0
238,ત્યાં કાયદા મુજબ તેમને બેસવાનો હક્ક છે,standard_gujarati,1
918,સ્કૂલોના ચેકિંગ બાદ વિદ્યાર્થીઓને પરીક્ષાખંડમાં બેસાડવામાં આવશે,standard_gujarati,1
222,વાહ ભાઈ શું ગીત નાં બોલ સે ચાહત મારી હતી મજબૂરી તારી હતી.....😢😢😢,surti,2
1062,"જય માં મોગલ
વાહ કલમ ના કિંગ માલસૂર રબારી વાહ 
ખુબ જ સરસ શબ્દો આપ્યા છે 
હા શીતલ રાજપૂત હા 
તમે પણ શબ્દો ને ખુબ સારી રીતે વર્ણન કર્યુ છે
વાહ મારું વિપુલ મ્યુજીક જોરદાર વાલીડા 
 
મોમાઈ ગ્રુપ તરણેતર",surti,2
207,જય સ્વામિનારાયણ,charotari,0
525,આ વેવલા પણુજ કરતો હોય જય માતાજી,charotari,0
955,આ મહેસાણા ની ભાષા નથી જુઠ્ઠા  તમે કેટલા માણસ ડફોળ બનાવીશ?,charotari,0
881,સુપર આક્ટિંગ થી મજા આવીગઇ vah,charotari,0
91,મોરારી બાપુ ના બાજુ માં બેસી ને રામાયણ ની મજાક ઉડાવે છે આ માણસ સસ્તી કૉમેડી કરે છે આને લોકસાહિત્યકાર કોણે બનાવ્યો,charotari,0
1400,"સામાન્ય રીતે લગ્નતિથિ પર થતા સમારંભોને બદલે, વૃક્ષારોપણ દ્વારા પ્રકૃતિને અર્પણ કરાયેલી આ ભેટ ભવિષ્યની પેઢીઓ માટે ઉપયોગી થશે",standard_gujarati,1
714,આ ઉત્તર ગુજરાતી ભાષા જ નથી,charotari,0
1057,વસ્ત્રાપુરમાં પણ ત્રણ દુકાનોના તાળા તૂટ્યા મેમનગરમાં રહેતા મોહિતભાઇ પટેલ ગુરૂકુળ રોડ પર સ્પોર્ટ્સને લગતી સાધનસામગ્રીની દુકાન ધરાવે છે,standard_gujarati,1
83,કોર્પોરેશન દ્વારા ત્યાં પાર્કિંગ અંગેનું બોર્ડ પણ મારવામાં આવ્યું છે,standard_gujarati,1
361,મેહસાણા  ની ભાષા  સરસ શે ભાઈ,charotari,0
944,કાલે ભાગ ન અવાથી કોને કોને દુઃખ થયું😮,surti,2
987,‌   સુપર    સૂપર   હીટ   કોમેડી,surti,2
426,તમારો સ્વભાવ એવો લાગે છે નહીતો હાસ્યમાં તમને insaltig ના લાગત,charotari,0
997,👌👌ભાભીનું શું આવે 😃😃,surti,2
168,વાહ વાહ મારા ભાઈ મારા ભાઈ 😢😢😢😢😢😢😢😢,surti,2
1265,હા હકાભા સાચું હો બ્રાહ્મણો ની વાત,surti,2
527,"આ સેવાઓમાં તેઓ ખોટા નામ અને વિગતો વાપરીને એકાઉન્ટ બનાવે છે, જેથી તેમની ઓળખ છુપાઈ રહે",standard_gujarati,1
278,કેટલી બધી વાર મે આ વીડિયો જોયો ખૂબજ મજા આવે છે સિધ્ધાર્થ ભાઈ અને તેજલ બેન જોરદાર છે,charotari,0
530,જય માતાજી બધા ભાઈયો ને 🙏🙏 ખૂબ પ્રગતિ કરો ખૂબ આગળ વધો એવી ભગવાન માતાજી ને પ્રાથના છે 🙏❤️,surti,2
838,આ લોકો બીજાની મજાક ઉડાવી ને હાસ્ય બનાવે છે અને મૂર્ખા લોકો દાંત કાઢે છે,charotari,0
1090,ધીરુભાઈ ને પદ્મશ્રી આપો,surti,2
1329,હુ.પણ.મા.હતિપેલા.મારા.નમશકાર.ફોન.ઉપીયોગ.વધી.રહીયો.છે.ગરના.તમા.સભીયો.ને.ફોન.જરૂર.છે.પણ.એ.જમવુ.છુ.કયુ.કાડવાપરવુ..મેનકા.અડલજ.પિયૂશ.પાટણ.મરેકેજીવીયા.જોવાગયે.શરીર.સુખ.આપીને.જમાડીયા.અંબારામ.જેઠાજી.લાલાજી.ભાઇ.મનીષા.કાલરિયા.,surti,2
727,"એલા આ કઈ સ્કૂલ નો માસ્તર છે હેં?? આવી લુખ્ખાટાઈપ ભાષા??😅😅😂
મુકો લપ જે હોય ઇ .. આયવી મજા હો 😂😂😂😂",surti,2
464,કેટલી બધી વાર મે આ વીડિયો જોયો ખૂબજ મજા આવે છે સિધ્ધાર્થ ભાઈ અને તેજલ બેન જોરદાર છે,surti,2
258,ફરી એક વખત અમદાવાદમાં અફરાતફરીનો માહોલ જોવા મળ્યો હતો,standard_gujarati,1
309,ત્યારબાદ જ્ઞાન મંદિરના બાળકો દ્વારા ગણેશ વંદના અને સ્વાગત ગીતથી કાર્યક્રમનો શુભારંભ થયો,standard_gujarati,1
87,હગલું અને ઉદાવી ડીધું એટલે શું,charotari,0
1417,અમદાવાદ ની નવી ઓળખ..,charotari,0
947,સુરતી ભાષા છે ભાઈ. સૂરત માં આવા અમારા કારખાને ઘણા બધા છે 😁😁,surti,2
97,મહિલા મોર્ચો 5000 વર્ષ પહેલા નહીં 50 વર્ષ પહેલા બહાર પડ્યો,charotari,0
601,જય હો મારા વાલા જય હો 🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏,charotari,0
1463,ભાષા નહીં ઉપદેશ મહત્વ ધરાવે છે,charotari,0
603,"જય જય માતાજી અમિતાભાઈ 

૧: ૧૩૫નો હુરટી માવો 
૨: અધુરૂ ભણતર છોડેલુ ખમણ એટલે હુરટી લોચો 
૩: ₹ રૂપિયાને એ લોકો પૈયહા કહે છે
૪: બુદ્ધિ નુ બુઢ્ઢી 
૫: માથામાં કંઈક નાખવું હોય તો માઠામા લાખ એવુ બોલે છે
૬: ત્રાસી ગયો એટલે ટ્રાસી ગયો",surti,2
594,હુ ગોધરા થી જોવુશુ વિડિયો નાયકા સમાજ 🏹🏹 જયં જોહાર જયં આદિવાસી  👌  વિજય ભાઈ ખુબ આગંળ વધો,surti,2
615,તમે બહું હલકી વાત કરી રહ્યા છો મેહસાણા માં આવી ભાષા કોઈ નથી બોલતું મેહસાણા જિલ્લો નેચરલ ટોન માં વાત કરવા વાળી પબ્લિક છે હું પણ ચારણ છું અને મેહસાણા નો જ છું કોઈ ની પ્રાદેશિકતા ની મજાક ઉડાવી ને તમે તમારી વેલ્યુ ઓછી કરી રહ્યા છો,charotari,0
451,લારીઓ અને રિક્ષાઓને કારણે રસ્તો સાંકડો થઈ ગયો છે,standard_gujarati,1
907,વાહ કાઠિયાવાડ એરલાઈન ખરેખર ચાલુ થાવું જોઈએ હો ભાઈ ફૂલ મોજ,surti,2
562,મેઇલ મોકલનારને કેવી રીતે શોધી કાઢવામાં આવે છે,standard_gujarati,1
863,હાસ્ય જગતમાં ધીરુભાઇનો સુરજ સદા ચમકતો રહે એવી ધીરુભાઈને શુભકામના.....!!,surti,2
1145,પરીક્ષા પૂર્વે સ્કૂલોમાં ચેકિંગ કરાશે અને બંદોબસ્ત પણ રહેશે,standard_gujarati,1
802,ભાઈ ભગવાન નો પ્રોગ્રામ કરો છો અને ગણપતિ દાદા ની મજાક કરો છો એ સારું ના કહેવાય,surti,2
721,હું ભાગ્યશાળી છું ધન્યવાદ ધન્યવાદ ધન્યવાદ તમારાં આશીવાદ સદાય રહે ❤❤❤❤❤,surti,2
844,જોરદાર ધીરૂભાઈ   તમારા  જોકેશ  આવા  કાઈમ  મોકલતા  રેહેજે,surti,2
200,ખુબ સરસ માહિતી ❤,charotari,0
40,ભાઈ એક રેપ ગામડાં વારા માતે,surti,2
1414,પિલુન્દ્રા ગામ ...જય સદ્ ગુરુદેવ....,charotari,0
1290,અમે જવાબદાર લઈએ છીએ અને ઇચ્છીએ છીએ કે કોઈપણ કિંમત અમારો અવાજ સાંભળવામાં આવે,standard_gujarati,1
1009,આવુ બધુ હોયતો મારે,charotari,0
806,આ સાથે અમદાવાદ-ગાંધીનગરમાં રમતગમતને લગતી આંતરમાળખાકીય સુવિધાઓ ઊભી કરવા માટે રૂ,standard_gujarati,1
1284,ઠંડીનું પ્રમાણ ઘટ્યું ભાવનગર શહેર અને જિલ્લા બે દિવસથી વાતાવરણમાં પલ્ટો આવ્યો છે,standard_gujarati,1
633,પત્નીઓ ne ગાળો kai રીતે આપવી એ કોઈ તમારી પાસેથી શીખે.... શરમ કરો......,charotari,0
1445,"જય મા ભગવતી મા ખોડલ આઇ,
માયાભાઈ માયાળુ શબ્દો જ તમારું સન્માન છે.",surti,2
1310,વા ઘીરુભાઈ❤ તમારજઝોકસ  બોવ સાર😂જોક્સ તો તમારા જ જોકસ,surti,2
287,વસ્ત્રાપુરમાં સુવાસ એપાર્ટમેન્ટમાં રહેતા પ્રિયાંકભાઇ પટેલના મામાના દીકરાના લગ્નપ્રસંગ નિમિત્તે કંકોત્રી લેખનનો પ્રસંગ રાખ્યો હતો,standard_gujarati,1
289,ભારે મશીનરી અને મટિરિયલ્સને કારણે આ રસ્તો કામ પૂર્ણ ન થાય ત્યાં સુધી બંધ રહેશે,standard_gujarati,1
1000,કહેતા ભી ભલા અને સુનતા ભી ભલા,charotari,0
1225,જેને પગલે સ્થાનિકોમાં રોગચાળો ફાટી નીકળવાની દહેશત સેવાઈ રહી છે,standard_gujarati,1
1311,તાલુકો નડીયાદ જીખેડાગામદેગામરાઠોડકનુભાઈ કે મિત્રો ને વિનંતી જય ખોડીયાર માં,charotari,0
1120,એટલે તમે પેપર જ એડવાન્સ આપી દેશો,standard_gujarati,1
833,😀માથે કેમ પડે છે 😀,charotari,0
1324,વિડિયો બનાવનાર ભાષા ઓળખી શકતા નથી આ ઈડર મલક અટલે સાબરકાંઠા જિલ્લા ની ભાષા છે,charotari,0
592,"લાભુ મેરાઈ નો જોક, યુરોપીયન ઇ યુરોપિયન",charotari,0
81,વાહ હકુભા બોવ મજા આવી,surti,2
487,પાર્કિંગનો અભાવ હોવા છતાં પણ કોર્પોરેશનનો પ્લોટ પોલીસ દ્વારા ઉપયોગ કરવામાં આવી રહ્યો છે,standard_gujarati,1
645,આ રેપ સોંગ સંભાળી ને તો ચોકકસ બોલવાનું મન થાય કે જય જય ગરવી ગુજરાત. જય હિન્દ.🙏🇮🇳,surti,2
764,સરદાર પટેલ સ્ટેડિયમ ખાતે પણ હવામાન વિભાગનું સ્ટેશન આવેલુ છે જેને એન્જીનીયર નિર્મલ બારીયા સંભાળે છે,standard_gujarati,1
1439,જય શ્રી કૃષ્ણ પોપટભાઈ રામ રામ,surti,2
1107,હોકી સ્ટેડિયમ માટે ગાંધીનગરમાં જમીન શોધાઈ રહી છે,standard_gujarati,1
853,😊 ભાઈ ભાઈ આપણે એવું લાગે તો પાછળ પાછું ડાઉનલોડ કરી દે,surti,2
380,હા તમારું સાબરકાંઠા...,charotari,0
1283,આ દરમિયાનમાં હરેશભાઇનો અકસ્માત થયો હોવાની જાણ થતાં ઉત્કર્ષભાઇ એલજી હોસ્પિટલ પહોંચ્યા હતા,standard_gujarati,1
1047,આ પ્રોજેકટ સંસ્કૃતિ અને પ્રવાસનનો સંગમ ધરાવતો હાઇવે બની રહેશે,standard_gujarati,1
390,ગ્રામજનોની હાજરીમાં ઘટનાનું નિરીક્ષણ કર્યું આ ઘટનાની જાણ થતા જ લિહોડા ગ્રામ પંચાયતના તલાટી પ્રતીક્ષાબેન રાઠોડ તાત્કાલિક સ્થળ પર પહોંચ્યા હતાં,standard_gujarati,1
950,"કોમેન્ટ અમારી શીકારો વીનતે છૅ
અમારે ભાગબનાવવોછે કોમેડી
ગામ શીહોર. ડાભી સંતોષ",surti,2
1299,અમે 30 વર્ષ થી ધીરુભાઈ ને સાંભળીયે  છીએ,surti,2
1442,@DineshPithaya-z4z આ ભાઈ ના બાપ ઉપર મજાક કરવા માયા ભાઇ ને કહો,charotari,0
