id,sentence,dialect,source
474,શાહબુદ્દીન રાઠોડ ને  ગુરૂ બનાવો એટલે રામાયણ અને મહાભારત વિશે કેવી રીતે બોલાય !!! માફ કરજો !!,charotari,topup
475,તમે રામાયણ a ને  મજાક ઉડાવો સોં લુખેસ 😜  ટુ પોતાને મહાન  સમજે સે     ટુ સાચો કલાકાર નથી ટુ ઠગ 😜સે    કારણ    તમે   શ્રી રામ ની   અને  સીતા માં 🙏  મજાક ઉડાવી સે   કોઈ પણ ભાસા હોય     ભગવાન ને to બધા માને સે 👍    પસી ગમેતે   જિલ્લા ના ના હોય ટોપા 👌🙏,charotari,topup
476,આપણા હિન્દુ ધર્મ ગ્રંથ પર આવી મજાક  કોમેડી કરવાની બંધ કરો... સાચા મર્દના દીકરા હોય તો બીજા કોઈ ધર્મ ગ્રંથ પર આવી મજાક કે કોમેડી કરજો .... ચ્ઠીનું ધાવણ યાદ આવી જશે.... જય શ્રી કૃષ્ણ 😢😢😢😢😢😢😢😢,charotari,topup
477,@parulmistry1997  ભાઇ તમારા પિતા ની મજાક કરતી વિડીયો ઉતારાનો,charotari,topup
478,"તેનો તિરસ્કાર કરો
મોરારિબાપુ ને જણાવો.",charotari,topup
479,@DineshPithaya-z4z  આ ભાઈ ના બાપ ઉપર મજાક કરવા માયા ભાઇ ને કહો,charotari,topup
480,"છી છી આ નાલાયક કલાકાર ને બે ધોલ મારવાની જરૂર છે,  આ રીતે પાપી પેટ ભરવા માટે આપણા પવિત્ર ગ્રંથ રામાયણ ની આવી મજાક.......

ફૂટપાથ પર બેસીને ભીખ માગી હોત તો ય સારું પણ આ તો એવો નરાધમ કે પોતાનો ધરમ વેચી ને ખાનારો એક અધર્મી",charotari,topup
481,બસ આપડે હસતા જ રેવાનું બાકી ભાગવાન્ નું ભલે ગમે  એટલું  અપમાન કરે,charotari,topup
482,મોરારી બાપુ ની   હારે   રઈ   ને     આશંસકાર   આયા,charotari,topup
483,તારા બાપ નો દાદો છે રામ મજાક નો ઉડાડાય  બુદ્ધિ વગર ના,charotari,topup
484,"ગાંધીનગર 
આજ સુધી ગુજરાત ના કોઇ પણ કલાકારે કાઠિયાવાડી ભાષાની ઠેકડી ઉડાવી છે ?હલકટ પ્રવૃતિ છોડો.",charotari,topup
485,"માયા ની માયા મોય ગઇ
મારો રામ",charotari,topup
486,"મજાક મસ્તી માટે બરાબર છે , પણ સહેજ પણ મહેસાણી ભાષા જેવું નથી, જે એરિયા નો જે બોલવાનો લહેકો હોય એ કોઈથી પણ કોપી ના થઈ શકે, મહેસાણી ભાષા માં,  હ , અને સ , આ બે શબ્દો મહત્વના",charotari,topup
487,"માયાભાઈ તમે મહેસાણા ની ભાષા અને રામાયણ બંનેનું અપમાન કરી રહ્યા છો 

તમે એક સારા કલાકાર છો આવું વર્તન તમારાથી ન થાય",charotari,topup
488,મેહસાણા  ની ભાષા  સરસ શે ભાઈ,charotari,topup
489,"ભાઈ આતો ડાયરો કેવાય આમાં કંઈ ખોટું
નાં લગાડવાનું હોય 😊
   આમાં તો હસી મજાક ચાલે.",charotari,topup
490,"માયાભાઈ મજામાને 
અમારા મહેસાણાની આવી ભાષા નથી આપ મનોરંજન માટે બોલો તે બરાબર છે",charotari,topup
491,આ મહેસાણાની ભાષા નથી  પણદેવી પૂજક ભાષાછે,charotari,topup
492,"આવી મજાક મસ્તી વાળા  કલાકાર ને સ્ટેજ પર થી નીચે ઉતારવો જોઇએ..
સાંભળવા વારા ને પણ થોડીક શરમ આવવી જોઇએ..
ઘણી વખત માયા એ માફી માંગી છે..",charotari,topup
493,Hu બનાસ કાંઠા નો  છું.પણ મેહાના માં છું પણ આવી ભાષા નથી....,charotari,topup
494,આ મહેસાણા ની ભાષા નથી જુઠ્ઠા  તમે કેટલા માણસ ડફોળ બનાવીશ?,charotari,topup
495,આ લોકો બીજાની મજાક ઉડાવી ને હાસ્ય બનાવે છે  અને મૂર્ખા લોકો દાંત કાઢે છે,charotari,topup
496,પૈસા  માટે  ધર્મ  નું  અપમાન  કરો છો,charotari,topup
497,Tamariભાષા  સંભાળ  ભાઈ,charotari,topup
498,ગુજરાત માં અલગ અલગ જગ્યાએ   અલગ ભાષા બોલાય છે એમાં મહેસાણા ની ભાષા વિષે એવું બોલવું યોગ્ય નથી તમારા ભાષા તમને સારી લાગતી હોય એનો મતલબ બધાને સારી લાગે એવો અભિમાન ના કરાય ભાઈ,charotari,topup
499,આ આખા  મહેસાણા ની ભાષા નથી આ એક સમાજ ની ભાષા છે,charotari,topup
500,"હળાહળ જુઠ્ઠું ન બોલો મયા ભાઇ
મહેસાણાની ભાષા આવી છે જ નહિ",charotari,topup
